index,start_time,end_time,result
106,993.039,996.35167,hit
107,1000.81,1003.64333,hit
108,1010.206,1013.2475,hit
109,1020.039,1022.41417,hit
110,1026.872,1030.22667,miss
111,1035.435,1039.81,hit
112,1046.206,1049.39333,hit
113,1056.56,1060.16417,miss
114,1067.893,1070.89333,miss
115,1075.102,1077.89333,miss
116,1088.831,1092.22667,hit
117,1097.393,1100.7475,hit
118,1107.602,1110.20583,hit
119,1115.497,1118.4975,hit
120,1126.497,1129.60167,miss
121,1131.872,1134.64333,hit
122,1142.227,1146.10167,miss
123,1152.289,1154.66417,miss
124,1171.039,1173.7475,miss
125,1180.727,1183.3725,miss
126,1194.039,1196.6225,miss
127,1200.706,1203.22667,miss
128,1217.768,1221.185,hit
129,1229.935,1233.1225,miss
130,1235.06,1238.685,miss
131,1243.331,1245.97667,miss
132,1258.727,1261.39333,hit
133,1266.039,1268.935,miss
134,1275.581,1279.16417,hit
135,1286.102,1288.91417,miss
136,1290.643,1293.1225,hit
137,1297.289,1300.03917,hit
138,1304.602,1307.56,miss
139,1323.122,1325.89333,hit
140,1329.831,1332.33083,miss
141,1337.372,1340.64333,miss
142,1346.685,1349.9975,hit
143,1358.435,1361.28917,miss
144,1364.872,1367.45583,miss
145,1377.477,1380.45583,hit
146,1403.977,1407.22667,miss
147,1410.456,1413.51833,miss
148,1421.081,1424.06,miss
149,1429.372,1432.10167,hit
150,1437.997,1440.72667,hit
151,1448.893,1452.16417,hit
152,1459.143,1462.41417,miss
153,1467.435,1470.1225,hit
154,1475.289,1477.64333,miss
155,1491.289,1493.78917,hit
156,1499.185,1501.45583,hit
157,1505.31,1508.26833,miss
158,1514.31,1517.26833,miss
159,1522.477,1525.89333,miss
160,1532.831,1535.4975,miss
161,1543.997,1546.51833,hit
162,1554.102,1556.60167,hit
163,1564.06,1566.51833,hit
164,1569.956,1572.70583,miss
165,1582.206,1585.10167,miss
166,1589.227,1591.9975,miss
167,1600.706,1603.35167,hit
168,1608.227,1610.85167,miss
169,1613.164,1616.26833,miss
170,1621.268,1623.83083,miss
171,1635.602,1639.16417,miss
172,1644.997,1647.76833,miss
173,1659.206,1662.28917,miss
174,1667.872,1671.31,miss
175,1679.164,1682.28917,miss
176,1689.602,1693.4975,miss
177,1700.789,1703.31,hit
178,1715.164,1718.51833,miss
179,1723.018,1726.31,miss
180,1744.747,1747.95583,miss
181,1751.414,1754.26833,miss
182,1766.122,1769.26833,hit
183,1776.31,1779.2475,hit
184,1786.477,1788.8725,hit
185,1795.789,1798.81,miss
186,1803.747,1806.31,miss
187,1820.102,1823.2475,miss
188,1828.706,1831.53917,miss
189,1836.518,1839.22667,hit
190,1842.435,1845.2475,miss
191,1854.35167,1856.56,miss
192,1864.602,1868.435,miss
193,1875.497,1877.66417,hit
194,1883.661,1886.41417,miss
195,1890.852,1893.6225,hit
196,1897.08083,1900.185,miss
197,1903.497,1906.78917,miss
198,1908.247,1911.35167,hit
199,1919.477,1922.26833,hit
200,1927.977,1930.91417,miss
201,1941.914,1944.6225,miss
202,1947.435,1950.2475,miss
203,1959.706,1963.08083,miss
204,1968.581,1972.03917,miss
205,1976.831,1979.6225,miss
206,1989.352,1992.2475,hit
207,2001.622,2005.185,miss
208,2010.06,2012.70583,hit
209,2018.352,2021.10167,hit
210,2027.331,2030.26833,hit
211,2037.956,2040.8725,miss
212,2055.477,2058.31,hit
213,2062.039,2064.35167,miss
214,2074.85167,2077.47667,miss
215,2080.685,2083.64333,miss
216,2089.518,2092.45583,hit
217,2099.852,2102.78917,hit
218,2111.768,2114.97667,hit
219,2123.56,2126.08083,hit
220,2129.622,2134.01833,miss
221,2139.602,2142.89333,miss
222,2149.997,2153.35167,miss
223,2159.893,2162.8725,miss
224,2168.872,2172.14333,miss
225,2176.289,2178.97667,hit
226,2192.727,2195.9975,miss
227,2206.622,2208.83083,miss
228,2220.852,2224.2475,miss
229,2229.956,2232.3725,hit
230,2239.518,2241.83083,hit
231,2247.935,2250.45583,miss
232,2262.643,2265.435,miss
233,2267.497,2270.14333,hit
234,2274.039,2276.22667,miss
235,2283.706,2286.53917,miss
236,2289.331,2292.1225,miss
237,2302.102,2304.58083,miss
238,2312.602,2315.76833,miss
239,2319.41417,2321.8725,hit
240,2330.331,2333.33083,miss
241,2336.81,2339.4975,hit
242,2348.06,2351.51833,miss
243,2354.414,2357.20583,miss
244,2365.935,2368.3725,hit
245,2375.331,2377.8725,hit
246,2381.914,2384.60167,miss
247,2394.893,2397.83083,hit
248,2405.206,2407.6225,hit
249,2411.497,2414.435,hit
250,2420.747,2423.35167,miss
251,2433.06,2435.31,miss
252,2443.831,2446.58083,hit
253,2457.81,2460.22667,hit
254,2463.727,2466.22667,hit
255,2471.893,2475.435,hit
256,2482.768,2485.47667,miss
257,2489.956,2492.31,hit
258,2499.435,2502.2475,hit
259,2510.185,2513.14333,hit
260,2518.935,2521.31,hit
261,2526.206,2529.47667,miss
262,2534.789,2537.8725,hit
263,2545.977,2548.35167,hit
264,2554.414,2557.33083,miss
265,2560.185,2563.22667,miss
266,2568.747,2571.435,hit
267,2574.977,2578.06,miss
268,2585.206,2589.81,hit
