index,start_time,end_time,result
79,633.122,635.85167,miss
80,639.56,642.53917,miss
81,647.685,650.3725,miss
82,656.581,659.58083,hit
83,666.164,669.22667,hit
84,676.227,679.26833,miss
85,684.872,687.28917,hit
86,688.893,691.78917,miss
87,693.727,696.70583,miss
88,701.081,704.08083,miss
89,710.456,713.10167,hit
90,715.643,718.14333,miss
91,720.206,722.685,miss
92,728.039,730.91417,hit
93,737.414,740.4975,hit
94,748.122,750.4975,miss
95,757.331,759.97667,miss
96,765.518,768.2475,hit
97,785.518,788.01833,miss
98,793.518,796.76833,miss
99,801.477,804.45583,miss
100,806.039,808.91417,miss
101,813.414,815.435,miss
102,825.185,827.9975,miss
103,838.727,841.9975,miss
104,844.831,847.6225,hit
105,852.206,855.9975,hit
106,863.352,866.10167,hit
107,875.768,878.51833,hit
108,887.914,890.97667,hit
109,899.539,902.4975,miss
110,908.768,912.20583,hit
111,918.393,921.60167,miss
112,926.227,928.91417,miss
113,930.16417,933.31,miss
114,944.268,947.08083,miss
115,958.06,961.10167,miss
116,970.935,973.4975,hit
117,978.143,981.1225,miss
118,994.935,997.935,miss
119,1005.706,1008.60167,miss
120,1016.018,1018.78917,miss
121,1026.352,1029.22667,hit
122,1039.143,1041.83083,miss
123,1048.456,1051.03917,hit
124,1060.456,1063.6225,miss
125,1067.997,1070.58083,hit
126,1079.643,1082.6225,miss
127,1090.393,1092.97667,hit
128,1099.789,1102.39333,hit
129,1107.768,1111.72667,hit
130,1117.602,1121.33083,hit
131,1127.622,1130.91417,miss
132,1139.477,1142.33083,miss
133,1149.81,1153.01833,hit
134,1159.935,1163.8725,hit
135,1168.747,1171.53917,miss
136,1175.185,1178.03917,hit
137,1187.414,1190.185,miss
138,1194.352,1197.60167,miss
139,1202.56,1205.58083,hit
140,1222.143,1225.10167,miss
141,1228.997,1231.72667,miss
142,1244.081,1246.58083,hit
143,1248.893,1251.72667,miss
144,1257.435,1260.51833,miss
145,1264.935,1268.08083,miss
146,1271.435,1273.60167,hit
147,1278.872,1281.935,miss
148,1298.518,1301.53917,miss
149,1309.56,1311.935,hit
150,1314.518,1317.51833,miss
151,1323.685,1327.26833,hit
152,1334.747,1337.185,miss
153,1352.414,1355.26833,miss
154,1358.727,1361.3725,hit
155,1366.643,1369.7475,miss
156,1377.518,1380.60167,miss
157,1386.456,1388.81,hit
158,1391.581,1394.4975,hit
159,1396.935,1399.47667,miss
160,1406.518,1409.76833,miss
161,1412.977,1415.185,miss
162,1419.789,1422.685,miss
163,1427.31,1429.97667,miss
164,1436.039,1439.14333,miss
165,1447.56,1450.01833,hit
166,1452.706,1455.2475,miss
167,1461.518,1464.01833,miss
168,1474.768,1477.51833,hit
169,1482.164,1484.1225,miss
170,1494.789,1497.39333,miss
171,1503.247,1506.06,miss
172,1508.539,1510.7475,miss
173,1513.164,1515.97667,miss
174,1528.727,1531.2475,miss
175,1537.914,1540.81,miss
176,1552.31,1554.89333,miss
177,1560.852,1564.06,miss
178,1568.268,1571.33083,miss
179,1573.143,1576.35167,hit
180,1588.622,1591.935,hit
181,1603.643,1606.26833,hit
182,1615.872,1619.2475,miss
183,1625.081,1627.97667,miss
184,1630.164,1633.58083,miss
185,1635.227,1638.47667,hit
186,1645.789,1648.685,hit
187,1653.56,1656.26833,miss
188,1665.622,1668.58083,miss
189,1673.289,1676.31,hit
190,1680.956,1683.76833,miss
191,1689.831,1692.81,miss
192,1695.039,1697.78917,miss
193,1703.164,1705.97667,hit
194,1712.289,1715.66417,miss
195,1720.831,1723.85167,miss
196,1729.789,1732.58083,miss
197,1743.393,1745.66417,miss
198,1752.997,1756.7475,hit
199,1761.56,1764.22667,miss
200,1770.143,1772.9975,miss
201,1777.06,1779.51833,hit
202,1784.997,1787.95583,miss
203,1789.206,1792.03917,miss
204,1798.164,1800.51833,miss
205,1806.06,1809.16417,hit
