index,start_time,end_time,result
134,1290.56,1293.1225,miss
135,1297.977,1300.41417,miss
136,1310.435,1312.56,miss
137,1324.456,1327.28917,miss
138,1339.206,1341.95583,miss
139,1348.268,1350.7475,hit
140,1359.935,1362.64333,miss
141,1369.122,1372.41417,hit
142,1380.789,1383.51833,miss
143,1392.914,1395.185,miss
144,1400.018,1403.185,hit
145,1412.247,1414.3725,hit
146,1418.393,1420.53917,hit
147,1427.70583,1430.47667,miss
148,1443.122,1445.64333,miss
149,1456.081,1458.78917,hit
150,1463.352,1466.03917,miss
151,1472.393,1475.78917,hit
152,1490.497,1492.95583,miss
153,1505.539,1508.35167,miss
154,1518.289,1520.97667,hit
155,1528.352,1530.72667,hit
156,1540.289,1542.685,hit
157,1548.81,1551.01833,miss
158,1555.789,1558.03917,miss
159,1565.331,1568.53917,hit
160,1575.768,1577.78917,hit
161,1582.268,1585.08083,miss
162,1589.622,1592.7475,miss
163,1602.018,1604.16417,hit
164,1606.914,1609.31,miss
165,1615.16417,1617.16417,miss
166,1625.768,1628.1225,hit
167,1636.081,1638.35167,miss
168,1650.914,1653.1225,hit
169,1657.935,1660.10167,miss
170,1664.227,1666.70583,hit
171,1671.164,1673.53917,miss
172,1676.56,1678.66417,miss
173,1689.914,1692.60167,miss
174,1701.831,1704.20583,miss
175,1709.56,1712.185,miss
176,1717.977,1720.6225,miss
177,1729.102,1731.6225,hit
178,1735.852,1738.16417,hit
179,1742.643,1745.435,miss
180,1749.81,1752.685,hit
181,1763.018,1765.72667,miss
182,1771.789,1774.14333,hit
183,1778.102,1780.53917,hit
184,1785.727,1788.1225,miss
185,1793.435,1795.6225,miss
186,1808.039,1810.4975,miss
187,1813.685,1815.83083,hit
188,1820.622,1823.31,hit
189,1838.747,1841.89333,hit
190,1847.289,1849.47667,miss
191,1855.31,1857.7475,hit
192,1866.956,1869.39333,hit
193,1876.456,1878.83083,hit
194,1884.352,1887.185,miss
195,1894.747,1897.4975,hit
196,1905.789,1908.3725,miss
197,1920.685,1924.14333,miss
198,1931.956,1934.60167,hit
199,1946.956,1949.33083,hit
200,1954.747,1957.33083,miss
201,1959.477,1961.83083,miss
202,1972.289,1974.95583,miss
203,1979.435,1981.78917,hit
204,1989.268,1991.76833,hit
205,1994.414,1996.83083,hit
206,2002.289,2004.60167,hit
207,2008.206,2010.51833,miss
208,2018.539,2021.01833,hit
209,2032.102,2034.33083,miss
210,2038.997,2041.51833,hit
211,2052.622,2054.685,hit
212,2061.414,2064.1225,miss
213,2067.06,2069.39333,hit
214,2076.914,2079.03917,hit
215,2082.602,2085.70583,hit
216,2094.997,2097.2475,miss
217,2109.2475,2111.45583,miss
218,2113.164,2115.33083,hit
219,2121.539,2124.72667,hit
220,2132.268,2134.78917,miss
221,2148.352,2150.72667,miss
222,2156.227,2159.41417,hit
223,2164.497,2166.91417,miss
224,2179.977,2182.47667,miss
225,2188.268,2190.64333,miss
226,2199.956,2202.9975,miss
227,2212.622,2215.60167,miss
228,2223.518,2225.935,miss
229,2229.56,2231.89333,miss
230,2246.685,2249.03917,hit
231,2257.06,2259.31,miss
232,2277.122,2280.14333,miss
233,2289.289,2292.10167,miss
234,2297.997,2300.47667,hit
235,2306.018,2309.10167,hit
236,2319.831,2322.08083,miss
237,2331.997,2334.26833,miss
238,2339.622,2342.03917,hit
239,2351.268,2354.16417,hit
240,2365.997,2368.53917,miss
241,2374.518,2377.1225,miss
242,2381.664,2383.78917,miss
243,2388.247,2391.01833,hit
244,2402.393,2405.03917,miss
245,2417.164,2418.89333,hit
246,2424.477,2426.8725,miss
