index,start_time,end_time,result
163,1391.727,1393.89333,hit
164,1397.602,1399.70583,miss
165,1409.706,1412.60167,miss
166,1418.268,1420.1225,miss
167,1426.102,1428.2475,miss
168,1434.852,1437.4975,miss
169,1444.164,1446.14333,hit
170,1449.185,1451.2475,miss
171,1461.956,1464.35167,miss
172,1470.399,1473.01833,hit
173,1479.414,1482.4975,hit
174,1487.435,1490.06,miss
175,1497.643,1500.39333,miss
176,1504.893,1506.45583,miss
177,1514.185,1516.1225,miss
178,1521.602,1523.70583,miss
179,1532.602,1534.56,hit
180,1539.997,1542.56,miss
181,1545.456,1548.20583,miss
182,1553.518,1556.4975,hit
183,1562.477,1565.08083,miss
184,1571.727,1574.33083,hit
185,1582.102,1584.33083,miss
186,1592.164,1594.435,miss
187,1599.081,1601.185,hit
188,1605.956,1608.45583,miss
189,1612.643,1615.185,miss
190,1619.185,1621.78917,hit
191,1628.102,1630.935,hit
192,1635.352,1637.58083,hit
193,1640.497,1642.9975,miss
194,1646.622,1648.7475,miss
195,1653.893,1657.28917,miss
196,1661.56,1664.6225,miss
197,1669.247,1671.76833,miss
198,1681.185,1683.3725,miss
199,1686.289,1689.14333,hit
200,1695.893,1699.01833,hit
201,1705.185,1707.58083,miss
202,1714.289,1716.95583,hit
203,1722.518,1724.97667,hit
204,1733.039,1735.41417,miss
205,1738.227,1740.10167,miss
206,1747.56,1750.39333,miss
207,1754.664,1757.83083,hit
208,1762.914,1766.2475,hit
209,1771.435,1773.8725,miss
210,1777.039,1779.28917,hit
211,1784.518,1787.06,miss
212,1792.852,1795.41417,hit
213,1801.747,1804.35167,miss
214,1810.164,1812.08083,hit
215,1815.977,1817.97667,hit
216,1821.039,1823.185,miss
217,1827.518,1830.14333,miss
218,1833.56,1835.76833,miss
219,1837.247,1839.45583,miss
220,1840.539,1843.185,miss
221,1847.977,1849.7475,hit
222,1854.477,1857.28917,hit
223,1862.477,1864.685,miss
224,1869.247,1872.31,hit
225,1876.518,1878.81,miss
226,1884.039,1885.81,miss
227,1893.268,1895.70583,miss
228,1900.102,1902.3725,miss
229,1910.435,1912.53917,miss
230,1918.622,1920.8725,hit
231,1924.518,1926.45583,miss
232,1933.539,1936.16417,miss
233,1940.206,1942.95583,miss
234,1946.727,1949.28917,miss
235,1953.831,1956.4975,hit
236,1962.53917,1964.7475,miss
237,1972.435,1974.58083,miss
238,1979.581,1982.35167,hit
239,1987.789,1989.85167,miss
240,1993.789,1996.95583,hit
241,2002.352,2004.56,miss
242,2006.3725,2008.41417,miss
243,2015.872,2017.935,hit
244,2021.727,2024.4975,hit
245,2029.435,2031.78917,miss
246,2035.518,2038.435,miss
247,2041.227,2043.85167,miss
248,2051.39333,2053.81,miss
249,2057.456,2060.3725,miss
250,2063.393,2065.47667,hit
251,2070.872,2073.33083,hit
252,2075.747,2077.78917,miss
253,2081.247,2083.53917,hit
254,2088.018,2089.97667,hit
255,2094.122,2096.35167,miss
256,2104.477,2106.66417,hit
257,2110.747,2112.97667,miss
258,2115.45583,2117.47667,miss
259,2121.581,2124.03917,miss
260,2126.852,2129.58083,miss
261,2135.06,2137.66417,miss
262,2140.81,2143.3725,miss
263,2148.414,2151.10167,miss
264,2155.06,2158.08083,miss
265,2163.914,2165.935,hit
266,2169.831,2172.06,miss
267,2178.852,2181.28917,miss
268,2186.352,2188.6225,miss
269,2195.768,2198.26833,miss
270,2203.539,2205.81,miss
271,2212.227,2215.10167,hit
272,2219.039,2221.31,hit
273,2227.435,2229.53917,miss
274,2236.622,2238.95583,miss
275,2243.539,2246.10167,hit
276,2250.456,2253.33083,miss
277,2257.435,2261.06,miss
278,2264.352,2266.22667,miss
279,2280.206,2282.16417,hit
280,2286.643,2288.7475,miss
281,2292.39333,2294.39333,miss
282,2296.539,2298.28917,miss
283,2306.477,2308.85167,hit
284,2312.602,2315.06,miss
285,2322.706,2325.2475,miss
286,2329.143,2331.1225,miss
287,2337.747,2339.935,hit
288,2343.685,2345.8725,miss
289,2352.435,2355.14333,hit
290,2359.331,2361.28917,miss
291,2371.914,2374.3725,miss
292,2378.893,2380.89333,miss
293,2382.31,2384.935,miss
294,2387.789,2390.22667,miss
295,2391.539,2394.185,hit
296,2397.331,2399.89333,miss
297,2402.352,2405.31,hit
298,2409.352,2411.4975,miss
299,2416.518,2419.14333,miss
300,2422.685,2425.435,miss
301,2430.164,2432.7475,miss
302,2438.102,2441.185,miss
303,2445.414,2447.31,miss
304,2451.81,2454.7475,miss
305,2460.956,2463.31,miss
306,2471.31,2473.97667,miss
307,2477.622,2480.01833,hit
